"DataExtractDate","ReportPeriod","Terminal","Arrival_Departure","Domestic_International","Passenger_Count"
"2020 Jun 29 07:20:39 AM","2020 May 01 12:00:00 AM","T4","Arrival","International","468"
"2018 Apr 18 03:12:41 PM","2006 Jul 01 12:00:00 AM","T7","Departure","Domestic","303,306"
"2018 Apr 18 03:12:41 PM","2008 May 01 12:00:00 AM","Miscellaneous Terminal","Departure","Domestic","76"
"2019 Dec 10 06:01:20 AM","2019 Oct 01 12:00:00 AM","T6","Arrival","Domestic","241,661"
"2018 Apr 18 03:12:41 PM","2007 Jun 01 12:00:00 AM","T2","Departure","Domestic","114,926"
"2018 Apr 18 03:12:41 PM","2012 Nov 01 12:00:00 AM","T5","Arrival","International","36,102"
"2018 Apr 18 03:12:41 PM","2016 Dec 01 12:00:00 AM","Miscellaneous Terminal","Arrival","International","3,685"
"2018 Apr 18 03:12:41 PM","2016 Nov 01 12:00:00 AM","T8","Arrival","Domestic","144,849"
"2018 Apr 18 03:12:41 PM","2008 Nov 01 12:00:00 AM","T7","Arrival","International","15,503"
"2018 Apr 18 03:12:41 PM","2012 Nov 01 12:00:00 AM","T7","Arrival","Domestic","191,845"
"2020 Jun 10 06:01:27 AM","2020 May 01 12:00:00 AM","T6","Arrival","International","235"
"2018 Oct 29 10:20:51 AM","2017 May 01 12:00:00 AM","TBIT","Arrival","International","677,137"
"2018 Apr 18 03:12:41 PM","2012 Feb 01 12:00:00 AM","T3","Arrival","Domestic","216,472"
"2018 Apr 18 03:12:41 PM","2018 Feb 01 12:00:00 AM","T6","Arrival","Domestic","230,682"
"2018 Apr 18 03:12:41 PM","2007 Sep 01 12:00:00 AM","T1","Departure","Domestic","373,368"
"2018 Apr 18 03:12:41 PM","2014 Jul 01 12:00:00 AM","T8","Arrival","International","2,737"
"2018 Apr 18 03:12:41 PM","2006 Feb 01 12:00:00 AM","TBIT","Arrival","Domestic","2,239"
"2019 Mar 10 06:01:32 AM","2019 Jan 01 12:00:00 AM","T7","Departure","Domestic","303,208"
"2018 Apr 18 03:12:41 PM","2010 Sep 01 12:00:00 AM","T2","Departure","International","195,687"
"2018 Apr 18 03:12:41 PM","2015 Dec 01 12:00:00 AM","Imperial Terminal","Arrival","Domestic","807"
"2020 Jun 29 07:20:39 AM","2020 May 01 12:00:00 AM","T5","Departure","Domestic","37,739"
"2018 Apr 18 03:12:41 PM","2006 Aug 01 12:00:00 AM","T1","Departure","Domestic","466,636"
"2018 Apr 18 03:12:41 PM","2008 Jun 01 12:00:00 AM","T5","Arrival","International","33,199"
"2018 Apr 18 03:12:41 PM","2010 Feb 01 12:00:00 AM","T7","Departure","Domestic","206,884"
"2018 Apr 18 03:12:41 PM","2013 May 01 12:00:00 AM","T8","Arrival","Domestic","119,773"
"2018 Apr 18 03:12:41 PM","2016 Aug 01 12:00:00 AM","Miscellaneous Terminal","Departure","Domestic","124,651"
"2018 Apr 18 03:12:41 PM","2013 Feb 01 12:00:00 AM","T8","Departure","Domestic","121,349"
"2018 Apr 18 03:12:41 PM","2016 Apr 01 12:00:00 AM","Miscellaneous Terminal","Departure","International","4,547"
"2019 Jan 30 07:34:09 AM","2018 Dec 01 12:00:00 AM","T8","Departure","Domestic","139,035"
"2018 Apr 18 03:12:41 PM","2015 Nov 01 12:00:00 AM","T8","Departure","Domestic","167,625"
"2018 Apr 18 03:12:41 PM","2011 Oct 01 12:00:00 AM","TBIT","Departure","Domestic","5,330"
"2018 Apr 18 03:12:41 PM","2016 Apr 01 12:00:00 AM","T5","Departure","Domestic","404,062"
"2018 Apr 18 03:12:41 PM","2010 Jul 01 12:00:00 AM","T6","Arrival","International","2,014"
"2018 Nov 25 11:40:39 AM","2018 Oct 01 12:00:00 AM","T2","Arrival","Domestic","202,491"
"2018 Apr 18 03:12:41 PM","2011 Mar 01 12:00:00 AM","T4","Departure","International","35,447"
"2018 Apr 18 03:12:41 PM","2007 May 01 12:00:00 AM","T1","Departure","International","321"
"2020 Jan 02 10:43:42 AM","2019 Nov 01 12:00:00 AM","TBIT","Departure","Domestic","31,359"
"2018 Apr 18 03:12:41 PM","2008 Sep 01 12:00:00 AM","T8","Departure","Domestic","97,485"
"2019 Apr 29 01:10:30 PM","2019 Mar 01 12:00:00 AM","T1","Departure","International","8,939"
"2018 Apr 18 03:12:41 PM","2012 Aug 01 12:00:00 AM","T2","Arrival","International","230,405"
"2018 Apr 18 03:12:41 PM","2014 May 01 12:00:00 AM","T2","Arrival","International","194,738"
"2018 Apr 18 03:12:41 PM","2009 Jul 01 12:00:00 AM","T6","Departure","Domestic","257,538"
"2020 Oct 27 08:53:01 AM","2020 Sep 01 12:00:00 AM","T7","Departure","Domestic","119,452"
"2018 Apr 18 03:12:41 PM","2013 Mar 01 12:00:00 AM","T2","Departure","International","170,885"
"2018 Oct 29 10:20:51 AM","2018 Sep 01 12:00:00 AM","T2","Arrival","Domestic","177,311"
"2018 Apr 18 03:12:41 PM","2017 Jan 01 12:00:00 AM","T6","Arrival","International","11,738"
"2020 Sep 28 04:07:45 PM","2020 Aug 01 12:00:00 AM","T7","Arrival","Domestic","108,467"
"2018 Apr 18 03:12:41 PM","2012 Aug 01 12:00:00 AM","Miscellaneous Terminal","Arrival","International","52"
"2018 Apr 18 03:12:41 PM","2006 Apr 01 12:00:00 AM","T6","Arrival","International","9,870"
"2018 Apr 18 03:12:41 PM","2018 Jan 01 12:00:00 AM","T8","Departure","International","6,687"
"2021 Apr 01 09:37:48 AM","2021 Feb 01 12:00:00 AM","T8","Departure","Domestic","25,309"
"2018 Apr 18 03:12:41 PM","2008 Jun 01 12:00:00 AM","TBIT","Arrival","International","418,139"
"2018 Apr 18 03:12:41 PM","2013 Sep 01 12:00:00 AM","T5","Departure","International","29,095"
"2020 Feb 28 08:21:30 AM","2020 Jan 01 12:00:00 AM","T4","Arrival","Domestic","385,778"
"2018 Apr 18 03:12:41 PM","2015 Jan 01 12:00:00 AM","Miscellaneous Terminal","Arrival","Domestic","85,173"
"2018 Jul 11 02:24:22 PM","2018 May 01 12:00:00 AM","T7","Departure","Domestic","347,309"
"2018 Apr 18 03:12:41 PM","2016 Feb 01 12:00:00 AM","T1","Departure","Domestic","312,601"
"2018 Apr 18 03:12:41 PM","2013 Apr 01 12:00:00 AM","T8","Arrival","International","3,085"
"2018 Apr 18 03:12:41 PM","2016 Jul 01 12:00:00 AM","TBIT","Arrival","International","706,918"
"2018 Apr 18 03:12:41 PM","2013 Apr 01 12:00:00 AM","T2","Departure","International","173,088"
"2018 Apr 18 03:12:41 PM","2013 May 01 12:00:00 AM","T1","Departure","Domestic","418,179"
"2018 Apr 18 03:12:41 PM","2016 Aug 01 12:00:00 AM","Miscellaneous Terminal","Departure","International","3,867"
"2018 Apr 18 03:12:41 PM","2015 Feb 01 12:00:00 AM","TBIT","Arrival","Domestic","9,519"
"2018 Apr 18 03:12:41 PM","2016 Mar 01 12:00:00 AM","T2","Arrival","International","179,218"
"2018 Apr 18 03:12:41 PM","2017 Mar 01 12:00:00 AM","T3","Departure","International","2,560"
"2018 Apr 18 03:12:41 PM","2011 Aug 01 12:00:00 AM","T1","Arrival","Domestic","405,608"
"2018 Apr 18 03:12:41 PM","2017 Nov 01 12:00:00 AM","T2","Arrival","Domestic","198,185"
"2018 Apr 18 03:12:41 PM","2010 Mar 01 12:00:00 AM","TBIT","Departure","Domestic","5,541"
"2019 May 28 06:24:45 AM","2019 Apr 01 12:00:00 AM","Miscellaneous Terminal","Departure","Domestic","116,561"
"2018 Apr 18 03:12:41 PM","2009 Feb 01 12:00:00 AM","Miscellaneous Terminal","Arrival","Domestic","24"
"2018 Oct 29 10:20:51 AM","2017 Dec 01 12:00:00 AM","T2","Arrival","International","87,238"
"2018 Apr 18 03:12:41 PM","2009 Jul 01 12:00:00 AM","T7","Arrival","Domestic","325,140"
"2018 Apr 18 03:12:41 PM","2007 Feb 01 12:00:00 AM","T8","Arrival","International","3,093"
"2018 Apr 18 03:12:41 PM","2008 Oct 01 12:00:00 AM","T6","Arrival","Domestic","253,986"
"2018 Apr 18 03:12:41 PM","2018 Feb 01 12:00:00 AM","Miscellaneous Terminal","Arrival","Domestic","106,303"
"2018 Apr 18 03:12:41 PM","2009 May 01 12:00:00 AM","T3","Departure","International","47,571"
"2021 Apr 01 09:37:48 AM","2021 Feb 01 12:00:00 AM","Miscellaneous Terminal","Departure","Domestic","2,202"
"2018 Apr 18 03:12:41 PM","2017 Apr 01 12:00:00 AM","TBIT","Arrival","Domestic","7,453"
"2018 Apr 18 03:12:41 PM","2015 Sep 01 12:00:00 AM","T2","Arrival","International","163,195"
"2018 Apr 18 03:12:41 PM","2008 May 01 12:00:00 AM","T7","Arrival","Domestic","244,525"
"2020 Sep 28 04:07:45 PM","2020 Aug 01 12:00:00 AM","T3","Departure","International","714"
"2018 Apr 18 03:12:41 PM","2018 Jan 01 12:00:00 AM","T4","Departure","International","68,399"
"2019 May 28 06:24:45 AM","2019 Apr 01 12:00:00 AM","TBIT","Departure","International","664,023"
"2018 Jul 11 02:24:22 PM","2018 Jun 01 12:00:00 AM","T6","Arrival","Domestic","275,701"
"2018 Apr 18 03:12:41 PM","2007 Nov 01 12:00:00 AM","T5","Departure","International","57,367"
"2018 Apr 18 03:12:41 PM","2006 Jun 01 12:00:00 AM","T7","Departure","Domestic","304,254"
"2018 Apr 18 03:12:41 PM","2012 Jun 01 12:00:00 AM","T2","Arrival","International","179,620"
"2018 Apr 18 03:12:41 PM","2015 Sep 01 12:00:00 AM","Miscellaneous Terminal","Departure","International","3,178"
"2018 Apr 18 03:12:41 PM","2007 Sep 01 12:00:00 AM","T3","Arrival","Domestic","162,856"
"2018 Apr 18 03:12:41 PM","2010 Jan 01 12:00:00 AM","T3","Departure","Domestic","146,288"
"2018 Apr 18 03:12:41 PM","2006 Nov 01 12:00:00 AM","TBIT","Arrival","Domestic","70"
"2018 Jul 11 02:24:22 PM","2018 May 01 12:00:00 AM","T3","Departure","International","30,225"
"2018 Apr 18 03:12:41 PM","2011 Jan 01 12:00:00 AM","T7","Departure","International","33,394"
"2019 Jul 18 06:18:08 AM","2019 Jun 01 12:00:00 AM","TBIT","Departure","International","792,025"
"2018 Apr 18 03:12:41 PM","2015 Nov 01 12:00:00 AM","Miscellaneous Terminal","Departure","International","3,728"
"2018 Apr 18 03:12:41 PM","2008 Jun 01 12:00:00 AM","TBIT","Departure","International","399,819"
"2018 Apr 18 03:12:41 PM","2013 Oct 01 12:00:00 AM","T8","Arrival","International","3,426"
"2018 Apr 18 03:12:41 PM","2015 Dec 01 12:00:00 AM","T5","Departure","Domestic","357,414"
"2018 Apr 18 03:12:41 PM","2008 Jul 01 12:00:00 AM","T3","Departure","International","52,106"
"2018 Apr 18 03:12:41 PM","2017 May 01 12:00:00 AM","T4","Arrival","International","59,093"
"2018 Apr 18 03:12:41 PM","2007 Apr 01 12:00:00 AM","Miscellaneous Terminal","Departure","Domestic","370"
"2018 Apr 18 03:12:41 PM","2014 Mar 01 12:00:00 AM","T3","Arrival","Domestic","304,348"
"2018 Apr 18 03:12:41 PM","2009 Apr 01 12:00:00 AM","T1","Departure","Domestic","387,229"
"2018 Apr 18 03:12:41 PM","2011 Sep 01 12:00:00 AM","Miscellaneous Terminal","Departure","International","6"
"2018 Dec 10 06:01:26 AM","2018 Oct 01 12:00:00 AM","Miscellaneous Terminal","Departure","Domestic","125,285"
"2018 Apr 18 03:12:41 PM","2013 Dec 01 12:00:00 AM","Miscellaneous Terminal","Departure","Domestic","78,329"
"2018 Apr 18 03:12:41 PM","2015 Jan 01 12:00:00 AM","Miscellaneous Terminal","Departure","Domestic","86,256"
"2021 Jan 10 06:01:37 AM","2020 Dec 01 12:00:00 AM","T6","Arrival","International","9,991"
"2018 Apr 18 03:12:41 PM","2014 Apr 01 12:00:00 AM","T4","Arrival","International","1,800"
"2018 Apr 18 03:12:41 PM","2007 Nov 01 12:00:00 AM","T5","Departure","Domestic","205,173"
"2018 Apr 18 03:12:41 PM","2006 Nov 01 12:00:00 AM","T4","Arrival","International","56,760"
"2020 Sep 28 04:07:45 PM","2020 Aug 01 12:00:00 AM","T5","Departure","Domestic","152,399"
"2018 Apr 18 03:12:41 PM","2012 Nov 01 12:00:00 AM","T5","Departure","International","19,562"
"2018 Apr 18 03:12:41 PM","2017 Jul 01 12:00:00 AM","T6","Departure","International","133,778"
"2018 Apr 18 03:12:41 PM","2007 Nov 01 12:00:00 AM","T7","Arrival","Domestic","242,446"
"2018 Apr 18 03:12:41 PM","2012 Feb 01 12:00:00 AM","T8","Departure","International","3,313"
"2018 Apr 18 03:12:41 PM","2014 May 01 12:00:00 AM","T5","Arrival","International","35,292"
"2018 Apr 18 03:12:41 PM","2007 Mar 01 12:00:00 AM","T7","Arrival","Domestic","276,708"
"2018 Apr 18 03:12:41 PM","2016 Jan 01 12:00:00 AM","T6","Departure","Domestic","284,320"
"2018 Apr 18 03:12:41 PM","2016 May 01 12:00:00 AM","TBIT","Departure","International","541,138"
"2018 Apr 18 03:12:41 PM","2014 Apr 01 12:00:00 AM","T4","Departure","International","41,599"
"2018 Apr 18 03:12:41 PM","2013 Dec 01 12:00:00 AM","T2","Arrival","International","198,327"
"2018 Oct 29 10:20:51 AM","2017 Jul 01 12:00:00 AM","T2","Arrival","International","131,689"
"2018 Apr 18 03:12:41 PM","2015 Jul 01 12:00:00 AM","T5","Arrival","International","85,793"
"2018 Apr 18 03:12:41 PM","2016 May 01 12:00:00 AM","T4","Arrival","Domestic","353,068"
"2018 Apr 18 03:12:41 PM","2017 Nov 01 12:00:00 AM","T3","Departure","International","20,212"
"2018 Apr 18 03:12:41 PM","2014 Feb 01 12:00:00 AM","T6","Arrival","Domestic","231,013"
"2018 Apr 18 03:12:41 PM","2015 Sep 01 12:00:00 AM","T5","Departure","Domestic","358,812"
"2018 Apr 18 03:12:41 PM","2018 Mar 01 12:00:00 AM","T4","Departure","Domestic","343,590"
"2018 Apr 18 03:12:41 PM","2012 Sep 01 12:00:00 AM","T6","Arrival","International","11,278"
"2018 Apr 18 03:12:41 PM","2012 Aug 01 12:00:00 AM","T6","Departure","Domestic","423,694"
"2018 Aug 21 11:02:45 AM","2018 Jul 01 12:00:00 AM","T3","Departure","Domestic","374,719"
"2018 Apr 18 03:12:41 PM","2011 Aug 01 12:00:00 AM","Miscellaneous Terminal","Arrival","International","12"
"2018 Apr 18 03:12:41 PM","2009 Sep 01 12:00:00 AM","T4","Departure","International","35,978"
"2020 Apr 08 09:58:08 AM","2020 Feb 01 12:00:00 AM","TBIT","Departure","International","490,115"
"2018 Apr 18 03:12:41 PM","2016 Feb 01 12:00:00 AM","T3","Departure","Domestic","268,720"
"2018 Apr 18 03:12:41 PM","2014 Apr 01 12:00:00 AM","T6","Departure","Domestic","271,751"
"2018 Apr 18 03:12:41 PM","2012 Nov 01 12:00:00 AM","T8","Arrival","Domestic","118,738"
"2019 Nov 10 06:01:31 AM","2019 Sep 01 12:00:00 AM","T2","Arrival","Domestic","251,774"
"2018 Apr 18 03:12:41 PM","2009 Dec 01 12:00:00 AM","T8","Arrival","International","4,928"
"2018 Apr 18 03:12:41 PM","2011 May 01 12:00:00 AM","Miscellaneous Terminal","Departure","Domestic","95"
"2019 Nov 10 06:01:31 AM","2019 Sep 01 12:00:00 AM","T4","Departure","International","69,891"
"2018 Apr 18 03:12:41 PM","2014 Jan 01 12:00:00 AM","T6","Arrival","International","13,090"
"2018 Apr 18 03:12:41 PM","2009 Oct 01 12:00:00 AM","T6","Departure","Domestic","191,052"
"2018 Apr 18 03:12:41 PM","2008 May 01 12:00:00 AM","T8","Departure","International","4,914"
"2018 Apr 18 03:12:41 PM","2008 Apr 01 12:00:00 AM","T4","Departure","Domestic","389,206"
"2019 Mar 10 06:01:32 AM","2019 Feb 01 12:00:00 AM","T7","Departure","International","33,012"
"2018 Apr 18 03:12:41 PM","2009 Mar 01 12:00:00 AM","TBIT","Departure","Domestic","4,391"
"2018 Apr 18 03:12:41 PM","2011 Feb 01 12:00:00 AM","T7","Arrival","International","20,557"
"2018 Apr 18 03:12:41 PM","2016 Oct 01 12:00:00 AM","T7","Departure","International","42,095"
"2018 Apr 18 03:12:41 PM","2012 Jan 01 12:00:00 AM","TBIT","Departure","Domestic","4,944"
"2018 Apr 18 03:12:41 PM","2016 Mar 01 12:00:00 AM","T6","Departure","International","57,752"
"2018 Apr 18 03:12:41 PM","2015 Mar 01 12:00:00 AM","T8","Departure","Domestic","166,965"
"2018 Apr 18 03:12:41 PM","2010 May 01 12:00:00 AM","T6","Arrival","International","10,178"
"2020 Dec 07 01:58:36 PM","2020 Sep 01 12:00:00 AM","Miscellaneous Terminal","Arrival","Domestic","569"
"2018 Apr 18 03:12:41 PM","2012 Jan 01 12:00:00 AM","T1","Departure","Domestic","336,297"
"2018 Apr 18 03:12:41 PM","2010 Oct 01 12:00:00 AM","T5","Arrival","Domestic","233,735"
"2018 Apr 18 03:12:41 PM","2017 Apr 01 12:00:00 AM","T2","Departure","Domestic","37,991"
"2018 Apr 18 03:12:41 PM","2006 Oct 01 12:00:00 AM","Imperial Terminal","Arrival","Domestic","266"
"2018 Apr 18 03:12:41 PM","2015 Jun 01 12:00:00 AM","T2","Arrival","International","190,897"
"2018 Apr 18 03:12:41 PM","2009 Oct 01 12:00:00 AM","T1","Arrival","Domestic","373,866"
"2018 Apr 18 03:12:41 PM","2011 Jan 01 12:00:00 AM","T3","Arrival","International","16,047"
"2018 Apr 18 03:12:41 PM","2011 Apr 01 12:00:00 AM","T2","Arrival","International","182,949"
"2018 Apr 18 03:12:41 PM","2006 Jun 01 12:00:00 AM","TBIT","Arrival","Domestic","2,824"
"2018 Apr 18 03:12:41 PM","2012 Oct 01 12:00:00 AM","T4","Departure","Domestic","420,512"
"2018 Apr 18 03:12:41 PM","2012 Apr 01 12:00:00 AM","T4","Arrival","International","14,194"
"2018 Apr 18 03:12:41 PM","2011 Jan 01 12:00:00 AM","T8","Arrival","International","3,626"
"2018 Apr 18 03:12:41 PM","2013 Jan 01 12:00:00 AM","Imperial Terminal","Departure","Domestic","156"
"2018 Apr 18 03:12:41 PM","2010 Aug 01 12:00:00 AM","T6","Departure","International","8,033"
"2020 Aug 27 07:15:54 AM","2020 Jul 01 12:00:00 AM","T8","Departure","Domestic","4,746"
"2018 Apr 18 03:12:41 PM","2012 Dec 01 12:00:00 AM","T7","Departure","Domestic","245,171"
"2018 Apr 18 03:12:41 PM","2009 Jan 01 12:00:00 AM","T4","Arrival","Domestic","341,683"
"2019 May 28 06:24:45 AM","2019 Apr 01 12:00:00 AM","TBIT","Arrival","Domestic","5,781"
"2018 Apr 18 03:12:41 PM","2006 Sep 01 12:00:00 AM","T1","Arrival","Domestic","382,011"
"2018 Apr 18 03:12:41 PM","2013 Aug 01 12:00:00 AM","T5","Departure","International","41,482"
"2018 Apr 18 03:12:41 PM","2016 Oct 01 12:00:00 AM","T4","Departure","Domestic","324,314"
"2018 Apr 18 03:12:41 PM","2007 Aug 01 12:00:00 AM","T2","Departure","Domestic","115,134"
"2018 Apr 18 03:12:41 PM","2010 Aug 01 12:00:00 AM","T4","Arrival","International","19,846"
"2018 Apr 18 03:12:41 PM","2016 Jun 01 12:00:00 AM","Miscellaneous Terminal","Departure","International","4,589"
"2020 Aug 10 06:01:25 AM","2020 Jul 01 12:00:00 AM","T3","Departure","Domestic","2,520"
"2018 Apr 18 03:12:41 PM","2012 Feb 01 12:00:00 AM","T6","Arrival","International","7,164"
"2018 Apr 18 03:12:41 PM","2008 Sep 01 12:00:00 AM","Miscellaneous Terminal","Arrival","International","3"
"2018 Apr 18 03:12:41 PM","2006 Sep 01 12:00:00 AM","Miscellaneous Terminal","Arrival","Domestic","209"
"2018 Apr 18 03:12:41 PM","2015 Jul 01 12:00:00 AM","T6","Arrival","Domestic","377,939"
"2018 Jul 11 02:24:22 PM","2018 May 01 12:00:00 AM","T6","Arrival","International","65,162"
"2018 Apr 18 03:12:41 PM","2013 Aug 01 12:00:00 AM","TBIT","Arrival","Domestic","8,259"
"2018 Apr 18 03:12:41 PM","2017 Sep 01 12:00:00 AM","T8","Departure","International","7,064"
"2018 Apr 18 03:12:41 PM","2017 Dec 01 12:00:00 AM","T6","Departure","International","113,122"
"2018 Apr 18 03:12:41 PM","2012 Jun 01 12:00:00 AM","TBIT","Arrival","Domestic","7,568"
"2018 Sep 26 09:27:08 AM","2018 Aug 01 12:00:00 AM","Miscellaneous Terminal","Arrival","Domestic","121,990"
"2018 Apr 18 03:12:41 PM","2015 Apr 01 12:00:00 AM","Miscellaneous Terminal","Arrival","International","5,236"
"2018 Apr 18 03:12:41 PM","2009 May 01 12:00:00 AM","T8","Departure","International","5,213"
"2018 Apr 18 03:12:41 PM","2013 Dec 01 12:00:00 AM","T4","Arrival","Domestic","385,024"
"2018 Apr 18 03:12:41 PM","2010 Nov 01 12:00:00 AM","TBIT","Departure","Domestic","3,327"
"2019 Jan 30 07:34:09 AM","2018 Dec 01 12:00:00 AM","T4","Departure","Domestic","362,205"
"2018 Apr 18 03:12:41 PM","2011 Nov 01 12:00:00 AM","T7","Arrival","Domestic","197,119"
"2018 Apr 18 03:12:41 PM","2016 Feb 01 12:00:00 AM","TBIT","Arrival","Domestic","31,788"
"2018 Apr 18 03:12:41 PM","2010 Apr 01 12:00:00 AM","T2","Arrival","Domestic","15,151"
"2018 Apr 18 03:12:41 PM","2015 Sep 01 12:00:00 AM","Miscellaneous Terminal","Departure","Domestic","83,999"
"2019 Apr 10 06:01:25 AM","2019 Mar 01 12:00:00 AM","T8","Departure","Domestic","141,931"
"2019 Jan 30 07:34:09 AM","2018 Dec 01 12:00:00 AM","T4","Arrival","International","56,770"
"2018 Apr 18 03:12:41 PM","2012 Sep 01 12:00:00 AM","T3","Departure","International","20,119"
"2018 Apr 18 03:12:41 PM","2018 Mar 01 12:00:00 AM","T6","Arrival","Domestic","260,463"
"2018 Apr 18 03:12:41 PM","2010 Jan 01 12:00:00 AM","TBIT","Arrival","International","436,044"
"2018 Apr 18 03:12:41 PM","2010 Feb 01 12:00:00 AM","T2","Arrival","International","135,455"
"2018 Apr 18 03:12:41 PM","2008 Mar 01 12:00:00 AM","T3","Arrival","Domestic","169,336"
"2020 Feb 28 08:21:30 AM","2020 Jan 01 12:00:00 AM","T8","Arrival","International","2,213"
"2018 Apr 18 03:12:41 PM","2006 Jun 01 12:00:00 AM","T6","Arrival","Domestic","232,429"
"2018 Apr 18 03:12:41 PM","2008 Sep 01 12:00:00 AM","T4","Arrival","International","54,113"
"2018 Apr 18 03:12:41 PM","2010 Jul 01 12:00:00 AM","TBIT","Departure","Domestic","4,397"
"2018 Apr 18 03:12:41 PM","2006 Dec 01 12:00:00 AM","Imperial Terminal","Arrival","Domestic","233"
"2018 Apr 18 03:12:41 PM","2007 Nov 01 12:00:00 AM","T8","Departure","Domestic","107,009"
"2018 Apr 18 03:12:41 PM","2016 Jun 01 12:00:00 AM","T4","Arrival","International","32,657"
"2018 Apr 18 03:12:41 PM","2015 Dec 01 12:00:00 AM","Miscellaneous Terminal","Departure","International","3,444"
"2018 Apr 18 03:12:41 PM","2006 Jan 01 12:00:00 AM","T3","Departure","International","60,948"
"2018 Apr 18 03:12:41 PM","2009 May 01 12:00:00 AM","T6","Departure","International","4,343"
"2018 Apr 18 03:12:41 PM","2010 Oct 01 12:00:00 AM","T3","Arrival","International","17,644"
"2019 Aug 23 03:41:00 PM","2019 Jul 01 12:00:00 AM","T1","Arrival","Domestic","414,473"
"2018 Apr 18 03:12:41 PM","2008 Aug 01 12:00:00 AM","TBIT","Arrival","International","483,348"
"2018 Apr 18 03:12:41 PM","2016 Jan 01 12:00:00 AM","T1","Departure","Domestic","337,777"
"2018 Apr 18 03:12:41 PM","2011 Jan 01 12:00:00 AM","T6","Departure","Domestic","193,921"
"2018 Aug 10 06:01:24 AM","2018 Jul 01 12:00:00 AM","T8","Arrival","International","8,740"
"2018 Apr 18 03:12:41 PM","2006 Jul 01 12:00:00 AM","T1","Arrival","Domestic","469,516"
"2018 Apr 18 03:12:41 PM","2015 Aug 01 12:00:00 AM","T6","Departure","International","44,118"
"2018 Apr 18 03:12:41 PM","2013 Sep 01 12:00:00 AM","T6","Departure","International","61,400"
"2018 Apr 18 03:12:41 PM","2009 Oct 01 12:00:00 AM","T1","Departure","Domestic","371,395"
"2018 Apr 18 03:12:41 PM","2016 Feb 01 12:00:00 AM","T6","Arrival","Domestic","281,221"
"2018 Apr 18 03:12:41 PM","2007 Nov 01 12:00:00 AM","T4","Departure","International","41,566"
"2020 Mar 10 06:01:27 AM","2020 Feb 01 12:00:00 AM","T1","Arrival","Domestic","307,015"
"2018 Apr 18 03:12:41 PM","2014 Jul 01 12:00:00 AM","T3","Arrival","Domestic","385,828"
"2018 Apr 18 03:12:41 PM","2015 Sep 01 12:00:00 AM","T2","Departure","Domestic","39,057"
"2018 Apr 18 03:12:41 PM","2006 Jan 01 12:00:00 AM","T5","Departure","Domestic","128,138"
"2018 Apr 18 03:12:41 PM","2014 Nov 01 12:00:00 AM","T6","Departure","International","56,134"
"2018 Apr 18 03:12:41 PM","2015 Oct 01 12:00:00 AM","T1","Departure","Domestic","353,683"
"2018 Apr 18 03:12:41 PM","2011 Oct 01 12:00:00 AM","T7","Arrival","International","29,663"
"2019 Sep 10 06:01:34 AM","2019 Aug 01 12:00:00 AM","T1","Arrival","Domestic","394,225"
"2018 Apr 18 03:12:41 PM","2011 Apr 01 12:00:00 AM","T2","Departure","International","186,305"
"2018 Apr 18 03:12:41 PM","2010 Feb 01 12:00:00 AM","T7","Arrival","Domestic","196,771"
"2018 Apr 18 03:12:41 PM","2014 Sep 01 12:00:00 AM","T3","Departure","International","2,253"
"2018 Apr 18 03:12:41 PM","2018 Mar 01 12:00:00 AM","T7","Departure","International","48,722"
"2018 Apr 18 03:12:41 PM","2017 Apr 01 12:00:00 AM","Miscellaneous Terminal","Departure","Domestic","113,022"
"2018 Apr 18 03:12:41 PM","2009 Dec 01 12:00:00 AM","T8","Arrival","Domestic","142,259"
"2018 Apr 18 03:12:41 PM","2016 Jan 01 12:00:00 AM","T7","Arrival","International","74,655"
"2018 Apr 18 03:12:41 PM","2008 Jan 01 12:00:00 AM","T7","Departure","International","47,921"
"2018 Apr 18 03:12:41 PM","2014 Dec 01 12:00:00 AM","T3","Departure","Domestic","234,102"
"2018 Apr 18 03:12:41 PM","2014 Mar 01 12:00:00 AM","T5","Departure","Domestic","357,616"
"2018 Apr 18 03:12:41 PM","2006 Jul 01 12:00:00 AM","T2","Arrival","International","191,247"
"2018 Apr 18 03:12:41 PM","2016 Mar 01 12:00:00 AM","Miscellaneous Terminal","Arrival","Domestic","93,798"
"2020 Oct 27 08:53:01 AM","2020 Sep 01 12:00:00 AM","T5","Arrival","Domestic","130,950"
"2018 Apr 18 03:12:41 PM","2015 Dec 01 12:00:00 AM","TBIT","Departure","Domestic","8,467"
"2018 Apr 18 03:12:41 PM","2011 Nov 01 12:00:00 AM","T6","Departure","Domestic","226,705"
"2018 Apr 18 03:12:41 PM","2016 Oct 01 12:00:00 AM","Miscellaneous Terminal","Arrival","International","2,101"
"2018 Apr 18 03:12:41 PM","2007 Apr 01 12:00:00 AM","Miscellaneous Terminal","Arrival","International","6"
"2020 Jan 02 10:43:42 AM","2019 Nov 01 12:00:00 AM","T8","Arrival","Domestic","130,229"
"2018 Apr 18 03:12:41 PM","2015 Jun 01 12:00:00 AM","Miscellaneous Terminal","Departure","Domestic","100,647"
"2018 Apr 18 03:12:41 PM","2012 Apr 01 12:00:00 AM","T4","Arrival","Domestic","436,464"
"2018 Jul 11 02:24:22 PM","2018 May 01 12:00:00 AM","Miscellaneous Terminal","Arrival","International","6,184"
