"DataExtractDate","ReportPeriod","Terminal","Arrival_Departure","Domestic_International","Passenger_Count"
"2018 Apr 18 03:12:41 PM","2009 Nov 01 12:00:00 AM","T6","Arrival","International","11,312"
"2020 May 04 06:39:48 AM","2020 Feb 01 12:00:00 AM","Miscellaneous Terminal","Departure","International","5,758"
"2018 Apr 18 03:12:41 PM","2007 Mar 01 12:00:00 AM","T4","Arrival","International","58,574"
"2018 Apr 18 03:12:41 PM","2008 Dec 01 12:00:00 AM","T2","Arrival","Domestic","100,614"
"2018 Apr 18 03:12:41 PM","2010 Sep 01 12:00:00 AM","T8","Arrival","Domestic","140,107"
"2020 Apr 29 07:14:24 AM","2020 Mar 01 12:00:00 AM","T8","Arrival","Domestic","58,011"
"2018 Sep 26 09:27:08 AM","2018 Aug 01 12:00:00 AM","T7","Departure","International","49,303"
"2019 May 28 06:24:45 AM","2019 Apr 01 12:00:00 AM","Miscellaneous Terminal","Departure","International","6,461"
"2018 Apr 18 03:12:41 PM","2009 Dec 01 12:00:00 AM","T3","Departure","Domestic","166,610"
"2018 Apr 18 03:12:41 PM","2011 May 01 12:00:00 AM","T7","Departure","Domestic","233,004"
"2018 Apr 18 03:12:41 PM","2016 Jul 01 12:00:00 AM","TBIT","Departure","International","601,808"
"2018 Apr 18 03:12:41 PM","2014 May 01 12:00:00 AM","T8","Departure","International","7,305"
"2018 Oct 29 10:20:51 AM","2016 Sep 01 12:00:00 AM","T2","Arrival","International","190,050"
"2018 Apr 18 03:12:41 PM","2009 Nov 01 12:00:00 AM","T6","Arrival","Domestic","186,428"
"2018 Apr 18 03:12:41 PM","2015 Feb 01 12:00:00 AM","T2","Departure","Domestic","29,833"
"2018 Apr 18 03:12:41 PM","2008 Jun 01 12:00:00 AM","T3","Departure","International","50,783"
"2018 Apr 18 03:12:41 PM","2014 May 01 12:00:00 AM","T8","Arrival","Domestic","125,305"
"2018 Apr 18 03:12:41 PM","2015 Apr 01 12:00:00 AM","T4","Arrival","Domestic","356,347"
"2018 Apr 18 03:12:41 PM","2010 Nov 01 12:00:00 AM","T3","Departure","Domestic","190,568"
"2018 Apr 18 03:12:41 PM","2006 Aug 01 12:00:00 AM","TBIT","Arrival","International","484,661"
"2018 Apr 18 03:12:41 PM","2010 May 01 12:00:00 AM","T7","Departure","Domestic","249,788"
"2018 Apr 18 03:12:41 PM","2010 Oct 01 12:00:00 AM","T1","Departure","Domestic","374,770"
"2018 Apr 18 03:12:41 PM","2006 Dec 01 12:00:00 AM","T6","Departure","International","6,820"
"2018 Apr 18 03:12:41 PM","2009 Aug 01 12:00:00 AM","T8","Departure","Domestic","116,220"
"2018 Apr 18 03:12:41 PM","2012 Aug 01 12:00:00 AM","T4","Arrival","International","25,448"
"2018 Apr 18 03:12:41 PM","2008 Jan 01 12:00:00 AM","T6","Arrival","Domestic","201,636"
"2018 May 23 07:44:39 AM","2018 Apr 01 12:00:00 AM","T3","Arrival","Domestic","359,880"
"2018 Apr 18 03:12:41 PM","2007 Apr 01 12:00:00 AM","T5","Departure","International","41,390"
"2018 Apr 18 03:12:41 PM","2009 Apr 01 12:00:00 AM","T8","Arrival","Domestic","101,177"
"2018 Apr 18 03:12:41 PM","2009 Feb 01 12:00:00 AM","T6","Departure","International","4,183"
"2018 Apr 18 03:12:41 PM","2017 Oct 01 12:00:00 AM","T1","Arrival","Domestic","424,096"
"2018 Apr 18 03:12:41 PM","2016 May 01 12:00:00 AM","T4","Departure","Domestic","327,227"
"2018 Apr 18 03:12:41 PM","2008 Jan 01 12:00:00 AM","T3","Arrival","Domestic","146,497"
"2018 Apr 18 03:12:41 PM","2014 Feb 01 12:00:00 AM","Miscellaneous Terminal","Arrival","International","61"
"2018 Apr 18 03:12:41 PM","2007 Jul 01 12:00:00 AM","T6","Arrival","Domestic","266,055"
"2018 Apr 18 03:12:41 PM","2009 Nov 01 12:00:00 AM","T2","Departure","Domestic","14,169"
"2018 Apr 18 03:12:41 PM","2014 Jul 01 12:00:00 AM","Miscellaneous Terminal","Departure","Domestic","80,869"
"2018 Apr 18 03:12:41 PM","2013 Oct 01 12:00:00 AM","T5","Departure","Domestic","296,902"
"2020 Sep 28 04:07:45 PM","2020 Aug 01 12:00:00 AM","T6","Departure","Domestic","45,693"
"2018 Apr 18 03:12:41 PM","2013 Feb 01 12:00:00 AM","T4","Departure","International","20,689"
"2018 Apr 18 03:12:41 PM","2008 Jan 01 12:00:00 AM","T6","Departure","International","4,444"
"2018 Apr 18 03:12:41 PM","2008 Feb 01 12:00:00 AM","T6","Arrival","Domestic","180,920"
"2018 Apr 18 03:12:41 PM","2009 Aug 01 12:00:00 AM","T2","Arrival","International","159,228"
"2018 Apr 18 03:12:41 PM","2014 Jul 01 12:00:00 AM","Miscellaneous Terminal","Departure","International","4"
"2018 Apr 18 03:12:41 PM","2010 Sep 01 12:00:00 AM","T3","Departure","International","55,887"
"2018 Apr 18 03:12:41 PM","2007 Mar 01 12:00:00 AM","Miscellaneous Terminal","Departure","Domestic","704"
"2018 Apr 18 03:12:41 PM","2009 Jul 01 12:00:00 AM","T5","Arrival","Domestic","308,152"
"2018 Apr 18 03:12:41 PM","2010 Nov 01 12:00:00 AM","T6","Arrival","International","17,709"
"2018 Apr 18 03:12:41 PM","2011 Oct 01 12:00:00 AM","T2","Departure","Domestic","20,739"
"2018 Apr 18 03:12:41 PM","2013 Oct 01 12:00:00 AM","T4","Arrival","International","3,349"
"2018 Apr 18 03:12:41 PM","2018 Jan 01 12:00:00 AM","Miscellaneous Terminal","Departure","International","4,148"
"2018 Apr 18 03:12:41 PM","2013 Dec 01 12:00:00 AM","TBIT","Arrival","International","403,262"
"2018 Apr 18 03:12:41 PM","2008 Apr 01 12:00:00 AM","T5","Departure","International","32,644"
"2018 Apr 18 03:12:41 PM","2007 Oct 01 12:00:00 AM","T2","Departure","Domestic","95,768"
"2018 Apr 18 03:12:41 PM","2015 Jul 01 12:00:00 AM","T6","Departure","Domestic","355,330"
"2018 Apr 18 03:12:41 PM","2015 Nov 01 12:00:00 AM","Miscellaneous Terminal","Arrival","Domestic","85,323"
"2018 Apr 18 03:12:41 PM","2013 Mar 01 12:00:00 AM","T6","Arrival","Domestic","327,752"
"2018 Apr 18 03:12:41 PM","2016 Nov 01 12:00:00 AM","T5","Departure","Domestic","399,638"
"2018 Apr 18 03:12:41 PM","2006 Mar 01 12:00:00 AM","T7","Arrival","Domestic","272,761"
"2018 Apr 18 03:12:41 PM","2017 Jun 01 12:00:00 AM","T4","Departure","Domestic","362,645"
"2018 Apr 18 03:12:41 PM","2009 Jun 01 12:00:00 AM","T7","Departure","International","31,683"
"2018 Apr 18 03:12:41 PM","2013 Dec 01 12:00:00 AM","T2","Arrival","Domestic","33,878"
"2018 Apr 18 03:12:41 PM","2009 Nov 01 12:00:00 AM","T7","Arrival","Domestic","217,924"
"2018 Apr 18 03:12:41 PM","2018 Mar 01 12:00:00 AM","TBIT","Departure","Domestic","22,767"
"2018 Apr 18 03:12:41 PM","2009 Sep 01 12:00:00 AM","T8","Departure","International","5,111"
"2018 Apr 18 03:12:41 PM","2010 Nov 01 12:00:00 AM","T3","Arrival","International","14,823"
"2018 Apr 18 03:12:41 PM","2011 Jul 01 12:00:00 AM","T6","Departure","Domestic","294,924"
"2018 Apr 18 03:12:41 PM","2011 Nov 01 12:00:00 AM","TBIT","Departure","Domestic","5,937"
"2018 Apr 18 03:12:41 PM","2007 May 01 12:00:00 AM","T1","Arrival","Domestic","441,650"
"2018 Apr 18 03:12:41 PM","2009 Feb 01 12:00:00 AM","TBIT","Arrival","Domestic","4,034"
"2019 Mar 10 06:01:32 AM","2019 Feb 01 12:00:00 AM","T3","Arrival","International","26,502"
"2018 Apr 18 03:12:41 PM","2009 Oct 01 12:00:00 AM","T8","Departure","International","5,418"
"2018 Dec 26 06:52:40 AM","2018 Nov 01 12:00:00 AM","TBIT","Arrival","International","673,363"
"2018 Apr 18 03:12:41 PM","2008 Oct 01 12:00:00 AM","T4","Departure","Domestic","358,346"
"2020 Dec 10 06:01:38 AM","2020 Nov 01 12:00:00 AM","T6","Departure","Domestic","50,642"
"2021 Apr 01 09:37:48 AM","2021 Feb 01 12:00:00 AM","T6","Departure","Domestic","64,499"
"2018 Apr 18 03:12:41 PM","2016 Jun 01 12:00:00 AM","T3","Arrival","Domestic","366,716"
"2018 Apr 18 03:12:41 PM","2007 Apr 01 12:00:00 AM","T3","Arrival","Domestic","159,461"
"2021 Jan 10 06:01:37 AM","2020 Nov 01 12:00:00 AM","T6","Departure","International","26,466"
"2018 Apr 18 03:12:41 PM","2011 Jan 01 12:00:00 AM","T3","Departure","Domestic","185,592"
"2018 Apr 18 03:12:41 PM","2009 May 01 12:00:00 AM","T3","Departure","Domestic","162,419"
"2018 Apr 18 03:12:41 PM","2013 Feb 01 12:00:00 AM","TBIT","Departure","International","276,977"
"2018 Apr 18 03:12:41 PM","2017 Mar 01 12:00:00 AM","T4","Arrival","International","51,153"
"2018 Apr 18 03:12:41 PM","2006 Jul 01 12:00:00 AM","TBIT","Arrival","International","500,009"
"2018 Apr 18 03:12:41 PM","2015 Feb 01 12:00:00 AM","T7","Arrival","International","59,529"
"2018 Apr 18 03:12:41 PM","2010 Nov 01 12:00:00 AM","T8","Arrival","Domestic","138,503"
"2019 Nov 10 06:01:31 AM","2019 Sep 01 12:00:00 AM","Miscellaneous Terminal","Departure","International","6,355"
"2020 Apr 08 09:58:08 AM","2020 Feb 01 12:00:00 AM","T6","Arrival","Domestic","209,206"
"2018 Apr 18 03:12:41 PM","2006 Jan 01 12:00:00 AM","T2","Arrival","International","163,067"
"2018 Apr 18 03:12:41 PM","2012 Jun 01 12:00:00 AM","TBIT","Arrival","International","437,656"
"2018 Apr 18 03:12:41 PM","2009 Nov 01 12:00:00 AM","T2","Arrival","International","131,707"
"2018 Apr 18 03:12:41 PM","2013 Nov 01 12:00:00 AM","TBIT","Arrival","International","362,339"
"2020 Apr 08 09:58:08 AM","2020 Feb 01 12:00:00 AM","T6","Departure","Domestic","211,054"
"2018 Apr 18 03:12:41 PM","2016 Dec 01 12:00:00 AM","T1","Departure","Domestic","389,480"
"2021 Mar 03 10:48:12 AM","2021 Feb 01 12:00:00 AM","T2","Arrival","International","255"
"2018 Apr 18 03:12:41 PM","2011 Nov 01 12:00:00 AM","Miscellaneous Terminal","Arrival","International","2"
"2018 Apr 18 03:12:41 PM","2013 May 01 12:00:00 AM","T1","Arrival","Domestic","427,904"
"2020 Mar 10 06:01:27 AM","2020 Feb 01 12:00:00 AM","T3","Arrival","International","26,613"
"2018 Apr 18 03:12:41 PM","2006 Apr 01 12:00:00 AM","T4","Arrival","Domestic","408,030"
"2018 Apr 18 03:12:41 PM","2017 Dec 01 12:00:00 AM","T7","Arrival","Domestic","339,834"
"2020 Sep 28 04:07:45 PM","2020 Aug 01 12:00:00 AM","T3","Arrival","Domestic","30,137"
"2018 Apr 18 03:12:41 PM","2014 Feb 01 12:00:00 AM","T6","Departure","International","72,236"
"2019 Oct 10 06:01:25 AM","2019 Sep 01 12:00:00 AM","T3","Arrival","International","32,826"
"2018 Apr 18 03:12:41 PM","2012 Mar 01 12:00:00 AM","T5","Departure","Domestic","260,103"
"2018 Apr 18 03:12:41 PM","2009 Jun 01 12:00:00 AM","T4","Arrival","International","31,304"
"2018 Apr 18 03:12:41 PM","2009 Dec 01 12:00:00 AM","T1","Arrival","Domestic","371,175"
"2018 Apr 18 03:12:41 PM","2015 Jun 01 12:00:00 AM","T1","Arrival","Domestic","381,713"
"2018 Apr 18 03:12:41 PM","2012 Jul 01 12:00:00 AM","T4","Arrival","Domestic","482,025"
"2018 Apr 18 03:12:41 PM","2010 Apr 01 12:00:00 AM","TBIT","Departure","Domestic","6,743"
"2018 Apr 18 03:12:41 PM","2015 Mar 01 12:00:00 AM","T7","Arrival","Domestic","281,564"
"2018 Jul 11 02:24:22 PM","2018 May 01 12:00:00 AM","T4","Arrival","Domestic","375,369"
"2018 Apr 18 03:12:41 PM","2017 Sep 01 12:00:00 AM","Miscellaneous Terminal","Departure","International","3,848"
"2018 Apr 18 03:12:41 PM","2018 Mar 01 12:00:00 AM","T4","Departure","International","82,713"
"2018 Apr 18 03:12:41 PM","2011 Jan 01 12:00:00 AM","T6","Arrival","International","22,825"
"2018 Apr 18 03:12:41 PM","2009 Apr 01 12:00:00 AM","Miscellaneous Terminal","Arrival","International","120"
"2018 Apr 18 03:12:41 PM","2015 Jan 01 12:00:00 AM","T3","Departure","Domestic","215,961"
"2018 Apr 18 03:12:41 PM","2011 Nov 01 12:00:00 AM","T5","Arrival","International","31,023"
"2018 Apr 18 03:12:41 PM","2015 Jul 01 12:00:00 AM","T5","Arrival","Domestic","393,389"
"2018 Apr 18 03:12:41 PM","2017 Sep 01 12:00:00 AM","T2","Departure","Domestic","245,253"
"2018 Apr 18 03:12:41 PM","2012 Jun 01 12:00:00 AM","T2","Departure","Domestic","31,124"
"2018 Apr 18 03:12:41 PM","2017 Jul 01 12:00:00 AM","TBIT","Departure","Domestic","26,024"
"2018 Apr 18 03:12:41 PM","2014 May 01 12:00:00 AM","T1","Departure","Domestic","339,577"
"2018 Apr 18 03:12:41 PM","2007 Jan 01 12:00:00 AM","T7","Departure","Domestic","244,468"
"2021 Jan 10 06:01:37 AM","2020 Nov 01 12:00:00 AM","T6","Arrival","International","10,009"
"2019 Jul 10 06:01:27 AM","2019 May 01 12:00:00 AM","Miscellaneous Terminal","Arrival","Domestic","123,367"
"2020 Feb 28 08:21:30 AM","2020 Jan 01 12:00:00 AM","T4","Arrival","International","71,968"
"2018 Apr 18 03:12:41 PM","2017 May 01 12:00:00 AM","T6","Arrival","International","31,006"
"2019 Feb 10 06:01:29 AM","2019 Jan 01 12:00:00 AM","T3","Arrival","International","27,188"
"2018 Apr 18 03:12:41 PM","2016 Sep 01 12:00:00 AM","Miscellaneous Terminal","Departure","Domestic","112,799"
"2018 Apr 18 03:12:41 PM","2014 Aug 01 12:00:00 AM","T5","Departure","Domestic","404,475"
"2018 Apr 18 03:12:41 PM","2010 Sep 01 12:00:00 AM","T8","Departure","International","6,005"
"2020 Apr 08 09:58:08 AM","2020 Feb 01 12:00:00 AM","T8","Departure","Domestic","107,456"
"2018 Apr 18 03:12:41 PM","2013 May 01 12:00:00 AM","T2","Arrival","Domestic","32,884"
"2018 Apr 18 03:12:41 PM","2006 May 01 12:00:00 AM","T8","Arrival","Domestic","118,195"
"2018 Apr 18 03:12:41 PM","2012 Apr 01 12:00:00 AM","T2","Arrival","Domestic","19,936"
"2018 Apr 18 03:12:41 PM","2006 May 01 12:00:00 AM","T1","Departure","International","577"
"2018 Apr 18 03:12:41 PM","2011 Dec 01 12:00:00 AM","Imperial Terminal","Arrival","Domestic","1,228"
"2018 Apr 18 03:12:41 PM","2016 Jul 01 12:00:00 AM","T7","Departure","International","52,397"
"2021 Jan 10 06:01:37 AM","2020 Nov 01 12:00:00 AM","T2","Departure","International","16,536"
"2018 Apr 18 03:12:41 PM","2017 Jun 01 12:00:00 AM","Miscellaneous Terminal","Departure","Domestic","125,301"
"2018 Apr 18 03:12:41 PM","2012 Jul 01 12:00:00 AM","TBIT","Departure","Domestic","7,070"
"2018 Nov 10 06:01:27 AM","2018 Oct 01 12:00:00 AM","T8","Arrival","Domestic","156,255"
"2018 Apr 18 03:12:41 PM","2013 Dec 01 12:00:00 AM","T1","Arrival","Domestic","441,022"
"2018 Apr 18 03:12:41 PM","2007 Oct 01 12:00:00 AM","T5","Arrival","Domestic","211,245"
"2019 Nov 10 06:01:31 AM","2019 Sep 01 12:00:00 AM","Miscellaneous Terminal","Arrival","Domestic","109,931"
"2018 Apr 18 03:12:41 PM","2015 Jul 01 12:00:00 AM","T3","Departure","Domestic","316,978"
"2018 Apr 18 03:12:41 PM","2013 Jan 01 12:00:00 AM","T2","Arrival","International","182,376"
"2018 Apr 18 03:12:41 PM","2006 Jul 01 12:00:00 AM","T5","Departure","Domestic","195,215"
"2018 Apr 18 03:12:41 PM","2006 May 01 12:00:00 AM","T3","Arrival","Domestic","141,814"
"2019 Sep 27 07:57:24 AM","2019 Aug 01 12:00:00 AM","Miscellaneous Terminal","Departure","International","7,110"
"2018 Apr 18 03:12:41 PM","2017 Nov 01 12:00:00 AM","T8","Departure","International","11,444"
"2020 Jan 10 06:01:24 AM","2019 Dec 01 12:00:00 AM","TBIT","Arrival","Domestic","6,604"
"2018 Apr 18 03:12:41 PM","2014 Sep 01 12:00:00 AM","T6","Arrival","Domestic","289,006"
"2018 Apr 18 03:12:41 PM","2017 Feb 01 12:00:00 AM","T2","Departure","International","167,940"
"2018 Apr 18 03:12:41 PM","2007 Apr 01 12:00:00 AM","T2","Arrival","International","147,804"
"2018 Apr 18 03:12:41 PM","2015 Mar 01 12:00:00 AM","T7","Departure","Domestic","291,535"
"2018 Apr 18 03:12:41 PM","2008 Dec 01 12:00:00 AM","T2","Departure","Domestic","101,793"
"2018 Apr 18 03:12:41 PM","2016 Jul 01 12:00:00 AM","T8","Departure","Domestic","193,903"
"2018 Nov 25 11:40:39 AM","2018 Oct 01 12:00:00 AM","T3","Arrival","Domestic","330,385"
"2018 Apr 18 03:12:41 PM","2015 Oct 01 12:00:00 AM","T4","Departure","Domestic","340,929"
"2019 Sep 10 06:01:34 AM","2019 Aug 01 12:00:00 AM","T7","Arrival","Domestic","372,353"
"2020 Sep 28 04:07:45 PM","2020 Aug 01 12:00:00 AM","Miscellaneous Terminal","Arrival","Domestic","262"
"2018 Apr 18 03:12:41 PM","2011 Aug 01 12:00:00 AM","T7","Arrival","Domestic","243,513"
"2018 Apr 18 03:12:41 PM","2006 May 01 12:00:00 AM","T2","Arrival","International","154,867"
"2018 Apr 18 03:12:41 PM","2007 Feb 01 12:00:00 AM","T2","Departure","International","138,717"
"2018 Apr 18 03:12:41 PM","2015 Dec 01 12:00:00 AM","T7","Departure","Domestic","274,084"
"2018 Apr 18 03:12:41 PM","2015 Apr 01 12:00:00 AM","T2","Arrival","Domestic","35,250"
"2018 Apr 18 03:12:41 PM","2008 Mar 01 12:00:00 AM","T7","Arrival","International","33,542"
"2018 Apr 18 03:12:41 PM","2007 Dec 01 12:00:00 AM","T8","Arrival","International","3,234"
"2018 Apr 18 03:12:41 PM","2009 Feb 01 12:00:00 AM","T7","Arrival","International","13,032"
"2018 Apr 18 03:12:41 PM","2016 May 01 12:00:00 AM","T8","Arrival","Domestic","182,052"
"2018 Apr 18 03:12:41 PM","2013 Sep 01 12:00:00 AM","T4","Departure","Domestic","329,559"
"2018 Apr 18 03:12:41 PM","2011 May 01 12:00:00 AM","T3","Departure","International","76,744"
"2018 Apr 18 03:12:41 PM","2017 Dec 01 12:00:00 AM","T4","Departure","Domestic","336,914"
"2018 Apr 18 03:12:41 PM","2008 Oct 01 12:00:00 AM","T2","Departure","Domestic","94,651"
"2018 Apr 18 03:12:41 PM","2013 Jul 01 12:00:00 AM","T3","Departure","International","22,356"
"2018 Apr 18 03:12:41 PM","2017 Sep 01 12:00:00 AM","T3","Departure","Domestic","261,217"
"2018 Apr 18 03:12:41 PM","2008 Jan 01 12:00:00 AM","T2","Arrival","Domestic","96,098"
"2018 Apr 18 03:12:41 PM","2016 Jan 01 12:00:00 AM","T8","Arrival","Domestic","158,131"
"2018 Apr 18 03:12:41 PM","2007 Mar 01 12:00:00 AM","T4","Arrival","Domestic","416,798"
"2018 Apr 18 03:12:41 PM","2011 Sep 01 12:00:00 AM","Miscellaneous Terminal","Arrival","Domestic","8"
"2018 Apr 18 03:12:41 PM","2010 Mar 01 12:00:00 AM","T8","Arrival","Domestic","156,659"
"2020 Apr 08 09:58:08 AM","2020 Feb 01 12:00:00 AM","T3","Departure","Domestic","232,735"
"2018 Apr 18 03:12:41 PM","2014 Jul 01 12:00:00 AM","T1","Arrival","Domestic","387,940"
"2018 Apr 18 03:12:41 PM","2007 Jan 01 12:00:00 AM","Imperial Terminal","Arrival","Domestic","284"
"2018 Dec 26 06:52:40 AM","2018 Nov 01 12:00:00 AM","T4","Arrival","Domestic","362,623"
"2020 Jun 10 06:01:27 AM","2020 May 01 12:00:00 AM","T1","Arrival","Domestic","54,820"
"2018 May 23 07:44:39 AM","2018 Apr 01 12:00:00 AM","TBIT","Departure","Domestic","12,288"
"2018 Apr 18 03:12:41 PM","2013 May 01 12:00:00 AM","TBIT","Arrival","Domestic","7,755"
"2018 Apr 18 03:12:41 PM","2011 Jul 01 12:00:00 AM","T8","Arrival","Domestic","191,413"
"2020 Oct 10 06:01:21 AM","2020 Sep 01 12:00:00 AM","T2","Departure","International","12,054"
"2020 Feb 10 06:01:27 AM","2020 Jan 01 12:00:00 AM","T6","Departure","Domestic","226,052"
"2018 Apr 18 03:12:41 PM","2008 Jul 01 12:00:00 AM","T2","Departure","Domestic","120,682"
"2018 Apr 18 03:12:41 PM","2007 Aug 01 12:00:00 AM","T4","Departure","Domestic","452,962"
"2018 Apr 18 03:12:41 PM","2014 May 01 12:00:00 AM","T6","Arrival","Domestic","310,371"
"2018 Apr 18 03:12:41 PM","2011 Apr 01 12:00:00 AM","T3","Arrival","International","13,900"
"2018 Apr 18 03:12:41 PM","2017 May 01 12:00:00 AM","T8","Departure","Domestic","160,076"
"2018 Apr 18 03:12:41 PM","2011 Apr 01 12:00:00 AM","T5","Arrival","Domestic","310,785"
"2018 Apr 18 03:12:41 PM","2008 Sep 01 12:00:00 AM","T4","Arrival","Domestic","347,854"
"2018 Apr 18 03:12:41 PM","2006 Apr 01 12:00:00 AM","TBIT","Arrival","Domestic","2,021"
"2019 Nov 14 03:00:43 PM","2019 Oct 01 12:00:00 AM","T4","Departure","Domestic","338,817"
"2018 Apr 18 03:12:41 PM","2006 Oct 01 12:00:00 AM","T6","Arrival","Domestic","219,489"
"2018 Apr 18 03:12:41 PM","2012 Dec 01 12:00:00 AM","T6","Departure","International","70,970"
"2018 Apr 18 03:12:41 PM","2008 Dec 01 12:00:00 AM","T8","Departure","International","3,939"
"2018 Nov 25 11:40:39 AM","2018 Oct 01 12:00:00 AM","T5","Departure","Domestic","388,054"
"2018 Apr 18 03:12:41 PM","2013 Dec 01 12:00:00 AM","T6","Departure","International","69,378"
"2020 Apr 08 09:58:08 AM","2020 Feb 01 12:00:00 AM","T6","Departure","International","92,924"
"2018 Apr 18 03:12:41 PM","2014 Sep 01 12:00:00 AM","TBIT","Departure","International","420,921"
"2018 Apr 18 03:12:41 PM","2012 Sep 01 12:00:00 AM","TBIT","Arrival","Domestic","7,862"
"2018 Apr 18 03:12:41 PM","2016 Apr 01 12:00:00 AM","T3","Departure","International","1,902"
"2018 Apr 18 03:12:41 PM","2014 Aug 01 12:00:00 AM","T7","Departure","International","42,650"
"2018 Apr 18 03:12:41 PM","2007 Nov 01 12:00:00 AM","T8","Arrival","Domestic","110,146"
"2018 Apr 18 03:12:41 PM","2013 Nov 01 12:00:00 AM","Miscellaneous Terminal","Departure","International","1"
"2018 Apr 18 03:12:41 PM","2007 Nov 01 12:00:00 AM","T1","Departure","International","319"
"2018 Apr 18 03:12:41 PM","2006 May 01 12:00:00 AM","T4","Departure","Domestic","416,106"
"2018 Apr 18 03:12:41 PM","2017 Oct 01 12:00:00 AM","T1","Departure","Domestic","416,369"
"2018 Apr 18 03:12:41 PM","2008 Jul 01 12:00:00 AM","T8","Departure","Domestic","109,648"
"2018 Apr 18 03:12:41 PM","2015 Jul 01 12:00:00 AM","TBIT","Arrival","Domestic","16,694"
"2021 Mar 03 10:48:12 AM","2021 Jan 01 12:00:00 AM","T4","Arrival","Domestic","129,267"
"2018 Apr 18 03:12:41 PM","2015 Nov 01 12:00:00 AM","T1","Departure","Domestic","375,693"
"2020 Oct 10 06:01:21 AM","2020 Sep 01 12:00:00 AM","Miscellaneous Terminal","Departure","Domestic","392"
"2018 Apr 18 03:12:41 PM","2013 Feb 01 12:00:00 AM","Miscellaneous Terminal","Arrival","International","445"
"2018 Apr 18 03:12:41 PM","2015 May 01 12:00:00 AM","T8","Departure","Domestic","186,864"
"2018 Apr 18 03:12:41 PM","2012 Feb 01 12:00:00 AM","T2","Arrival","International","164,481"
"2018 Apr 18 03:12:41 PM","2008 Sep 01 12:00:00 AM","T7","Departure","Domestic","213,569"
"2018 Apr 18 03:12:41 PM","2009 Nov 01 12:00:00 AM","T4","Arrival","Domestic","351,824"
"2018 Apr 18 03:12:41 PM","2007 Jan 01 12:00:00 AM","T2","Arrival","Domestic","91,493"
